label|,|ques
A/代表大会|,|肥西县柿树岗乡科协第三次代表大会召开
A/代表大会|,|肥西县桃花镇召开科协第三次代表大会
A/主题活动|,|肥西县三河镇举办65”世界环境日主题宣传活动
A/开展主题党日活动|,|省科协组织机关退离休干部开展两岸情缘”主题党日活动
A/传达学习,A/十九大|,|各党支部传达学习党的十九大精神进展情况之九
A/工作会议|,|肥东县召开2019年全县科普工作会议
A/主题活动|,|省医学保健养生研究会党委组织开展不忘初心 牢记使命”主题系列活动
A/开展主题党日活动|,|肥东县科协开展不忘初心牢记使命”七一主题党日活动
A/工作会议|,|肥东县召开2018年全县科普工作会议
A/贯彻学习|,|肥东县科协贯彻落实全县党建工作会议精神
A/十九大,A/贯彻学习|,|肥东县科协多措并举学习贯彻党的十九大精神
A/廉政教育组织党员干部参观|,|肥东县科协组织党员干部参观省党风廉政教育展
A/组织生活会|,|肥东县科协召开讲重做”专题警示教育民主生活会暨组织生活会
A/工作会议|,|肥东县科协工作会议召开
A/主题活动|,|王洵赴合肥开展不忘初心牢记使命”主题教育专题调研活动
A/传达学习,A/十九大|,|各党支部传达学习党的十九大精神进展情况之四
A/组织学习|,|机关第三党支部组织开展革命传统教育重温入党誓词
A/学习研讨|,|2016化石保护研讨会在合肥召开
A/开展主题党日活动|,|庐江县科协党支部开展科普进社区主题党日活动
A/代表大会|,|庐江县科学技术协会召开第五次代表大会
A/报告会,A/理论学习|,|庐江县经济发展与干部学习论坛科普报告会举办
A/报告会|,|庐江县举办科普报告会
A/主题活动|,|长丰县科技馆开展清明节环保科普主题系列活动
A/开展主题党日活动|,|缅怀先烈 牢记使命 长丰县科协赴焦裕禄纪念馆红旗渠开展主题党日活动
A/主题活动|,|长丰县科协参加宣传贯彻志愿服务条例主题实践暨圆梦微心愿”活动
A/十九大|,|合肥市科协开展纪念建党96周年和喜迎十九大”系列活动
A/主题活动|,|省科协食品安全主题日活动走进长丰县岗集镇
A/党课党会|,|王海彦同志为长丰县岗集镇龙岗社区党员讲党课
A/主题活动|,|长丰县岗集镇举办食品安全宣传主题演讲比赛
A/工作会议|,|长丰县岗集镇科协工作会议召开
A/主题活动|,|合肥市庐阳区防震减灾”主题科普嘉年华活动举办
A/工作会议|,|合肥市蜀山区科协召开2017年科协工作会议
A/工作会议|,|合肥市蜀山区科协召开社区科普大学教学工作会议
A/代表大会|,|合肥市包河区科协第二次代表大会召开
A/报告会|,|怀远县科协举办农村生态环境与健康生活科普报告会
A/工作会议|,|固镇县召开2019年全民科学素质工作会议
A/代表大会|,|五河县科协召开第七次代表大会
A/工作会议|,|蚌埠市龙子湖区科普工作会议召开
A/代表大会|,|蚌埠市蚌山区科学技术协会第二次代表大会召开
A/代表大会|,|桐城市科协第四次代表大会召开
A/代表大会|,|桐城市科学技术协会召开第四次代表大会
A/十九大,A/贯彻学习|,|桐城市科协围绕提升三性” 学习贯彻党的十九大精神
A/十九大,A/贯彻学习|,|桐城市科协召开学习贯彻党的十九大精神专题会
A/十九大|,|桐城市科协组织收看党的十九大开幕式
A/组织党员干部观看红色电影|,|桐城市科协组织机关全体党员干部观看榜样
A/传达学习|,|桐城市科协传达学习省科协九届六次全委会议精神
A/主题活动|,|宿松县开展低碳生活绿色出行”主题宣传活动
A/代表大会|,|宿松县科协第三次代表大会召开
A/年度民主生活会|,|怀宁县科协党组召开讲重作”专题警示教育民主生活会
A/组织党员干部参观|,|怀宁县科协组织党员科技工作者服务团开展听民声送技术活动
B/会员大会|,|庐江县举办茶叶协会二届二次会员大会暨庐江县茶叶公共品牌培训会
B/全委扩大会议|,|庐江县科协四届六次全委会议召开
B/全委扩大会议|,|长丰县科协召开三届二次全委会议
B/全委扩大会议|,|怀远县科协召开五届三次全委会议
B/全委扩大会议|,|五河县科协七届三次全委会议召开
B/全委扩大会议|,|桐城市科协召开四届二次全委会暨全民科学素质工作会议
B/换届,B/选举|,|桐城市养猪协会召开第三届换届选举大会
B/全委扩大会议|,|桐城市科协召开三届六次全委会议
B/全委扩大会议|,|安庆市大观区科协三届二次全委会议召开
B/全委扩大会议|,|安庆市迎江区科协学习贯彻省科协九届八次全委会等会议精神
B/提升科协基层组织工作|,|铜陵市义安区全面完成科协基层组织31”吸纳工作
B/全委扩大会议|,|铜陵市郊区科协召开四届二次全委会
B/会员大会|,|黄山市休宁县老科协第二次会员大会召开
B/常委会,B/听取工作汇报|,|中共休宁县委常委会听取科协工作汇报
B/全委扩大会议|,|休宁县科协召开五届六次全委扩大会议
B/换届|,|黄山市祁门县抓好科协组织换届工作三长”进入基层科协履职
B/全委扩大会议|,|祁门县科协六届五次全委会议召开
B/全委扩大会议|,|祁门县科协召开六届四次全委会议
B/全委扩大会议|,|黟县科协七届二次全委扩大会议暨2019年县全民科学素质工作会议召开
B/全委扩大会议|,|黟县科协学习贯彻省科协九届九次全委会议精神
B/全委扩大会议|,|黄山市黄山区科协五届五次全委扩大会议暨2019年全区乡镇科协工作会议召开
B/听取工作汇报|,|黄山区召开群团改革工作汇报会
B/全委扩大会议|,|黄山市黄山区科协学习贯彻省科协九届九次全委会议精神
B/全委扩大会议|,|黄山市徽州区科协四届六次全委会议召开
B/全委扩大会议|,|黄山市徽州区科协四届五次全委会议召开
B/科普人才队伍建设|,|黄山市徽州区科协四措并举”抓人才队伍建设
B/全委扩大会议|,|黄山市徽州区科协四届四次全委会议召开
B/换届|,|黄山市徽州区圆满完成乡镇科协换届工作
B/全委扩大会议|,|石台县科协四届二次全委会议召开
B/全委扩大会议|,|广德县科协学习贯彻省科协九届六次全委会议精神
B/全委扩大会议|,|绩溪县科协召开五届二次全委会议
B/全委扩大会议|,|霍邱县科协八届三次全委会议召开
B/提升科协基层组织工作|,|六安市裕安区召开提升科协基层组织力31”工作推进会
B/常委会,B/听取工作汇报|,|宿州市埇桥区委常委会专题听取区科协工作汇报
B/换届|,|宿松县召开科协系统深化改革和县乡科协换届工作部署会
B/全委扩大会议|,|濉溪县科协召开四届九次全委扩大会议
B/群团工作会议|,|全椒县科协认真贯彻落实全市群团工作者培训班会议精神
B/全委扩大会议|,|来安县科协召开四届二次全委扩大会议
B/群团工作会议|,|定远县科协学习贯彻省委群团工作会议精神
C/文明实践科技与科普服务平台|,|安徽省科协 安徽省文明办关于开展新时代文明实践中心科技志愿服务工作的通知
C/新时代文明实践科技与科普服务平台,C/志愿|,|宿松县新时代文明实践中心科技志愿服务队开展水源垃圾清理活动
C/展览献爱心|,|太湖县中学生参加 2017年参观科技展览有奖征文暨科技夏令营”获佳绩
C/展览献爱心|,|黄山市屯溪区党建引领科普爱心漂流书屋”活动启动
C/参与城区精神文明共建|,|黄山市徽州区科协助力全国文明城市创建工作
C/文明实践科技与科普服务平台|,|广德县科协召开文明实践科技与科普服务平台推进会
C/参与城区精神文明共建|,|广德县科协赴联点共建社区开展文明创建工作
C/文明实践科技与科普服务平台|,|金寨县科协开展新时代文明实践科学传播活动
C/文明单位考评|,|六安市金寨县科协积极开展文明单位志愿服务进小区活动
C/道德讲堂|,|来安县科协开展道德讲堂活动
C/参与城区精神文明共建|,|定远县科协发挥科协优势助推社区文明创建
D/表彰|,|肥西县科协召开科普工作表彰暨全县科协工作座谈会
D/示范|,|关于20182022年度安徽省示范农村专业技术协会认定名单的通知
D/示范|,|20182022年度安徽省示范农村专业技术协会拟认定名单公示
D/优秀人才评选|,|肥西县第三届完成青少年科技创新县长奖及优秀科技辅导员评选
D/授予荣誉称号|,|合肥市科协荣获2017年全国科普日活动优秀组织单位
D/表彰,D/优秀人才评选|,|合肥市预防医学会开展结核病防治志愿者优秀个人与集体评选表彰活动
D/示范|,|关于命名20162020年度安徽省科普示范县市区的决定
D/先进|,|坚定信仰　乐于奉献──记省科协离退休老干部支部书记贾轩伟先进事迹
D/授予荣誉称号|,|安徽省科协获得全国农民科学素质网络知识竞答省级优秀组织单位”称号
D/示范|,|关于20172021年度安徽省科普示范社区认定名单的通知
D/示范|,|肥东县发挥基层科普行动计划”项目示范带动作用
D/示范|,|我省18个县市区被命名为首批20162020年度全国科普示范县市区
D/示范|,|关于命名20162020年度安徽省科普示范县市区的决定
D/示范|,|关于20172021年度安徽省示范农村专业技术协会认定名单的通知
D/表彰|,|庐江县科协表彰2016年优秀科技工作者
D/表彰|,|我省20家单位2015年全国科普日”活动受到中国科协表彰
D/示范|,|关于命名20162020年度安徽省科普示范县市区的决定
D/授予荣誉称号|,|长丰县科协科普宣传惠民生项目荣获2018年度长丰县优秀志愿服务项目”称号
D/表彰|,|长丰县召开第二届青少年科技创新县长奖表彰大会
D/表彰|,|长丰县举办首届青少年科技创新县长奖表彰会
D/表彰|,|合肥市瑶海区举行青少年科技创新区长奖表彰大会
D/示范|,|合肥市庐阳区科普示范创建工作喜获丰收
D/征集|,|关于转发中国科协改革工作办公室关于开展礼赞新中国追梦新时代”改革创新案例征集活动的通知的通知
D/示范|,|关于命名20162020年度安徽省科普示范县市区的决定
D/表彰|,|怀远县科协系统表彰会召开
D/示范|,|我省18个县市区被命名为首批20162020年度全国科普示范县市区
D/示范|,|关于命名20162020年度安徽省科普示范县市区的决定
D/先进,D/授予荣誉称号|,|怀宁县科协纪检组获纪检监察工作先进集体”称号
D/表彰|,|歙县第二届青少年科技创新奖表彰会召开
D/优秀人才评选|,|黄山区全面启动首届百名优秀人才评选活动
D/优秀人才评选,D/评选|,|黄山区全面启动首届百名优秀人才评选活动
D/表彰|,|黄山市黄山区5名基层一线科技工作者获五一”表彰
D/优秀人才评选|,|黄山市徽州区科协委员桂利权获评黄山市第三批专业技术拔尖人才
D/表彰|,|黄山市徽州区表彰第三届青年科技奖获奖者
D/评审|,|宁国市举办第十五届青少年科技创新大赛作品评审会
D/评审|,|泾县召开青少年科技创新大赛2018年度表彰暨2019年度动员会
D/表彰|,|泾县2016年度青少年科技创新大赛表彰暨2017年度动员大会召开
D/评审|,|六安市金寨县开展2017年基层科普行动计划”项目评审
D/示范|,|金寨县开展创建全省科普示范县工作专项督查
D/表彰|,|六安市金安区举办第二届青少年科技创新大赛表彰暨第三届青少年科技创新大赛启动式
D/表彰|,|马鞍山市花山区优秀科技工作者表彰会召开
D/表彰|,|和县科协社会组织党建工作获表彰
D/示范|,|和县科协组织召开全县水稻麦茬免耕直播千亩示范现场会
D/示范|,|当涂县召开创建省科普示范县工作调度会
D/示范|,|濉溪县科协举办优秀学术论文颁奖农村科普示范基地授牌仪式
D/表彰|,|颍上县召开2015年全国农民科学素质网络知识竞赛总结表彰会
D/表彰|,|天长市举办第五届青少年科技创新市长奖”表彰大会
D/表彰|,|天长市委市政府表彰第二届千秋英才奖”
D/示范|,|天长市新增五所科普示范学校”
D/示范|,|天长市科普示范基地首家农业院士工作站挂牌成立
D/示范|,|明光市开展防震减灾科普示范学校评选活动
D/表彰,D/优秀人才评选,D/先进|,|全椒县评选表彰基层科普行动计划”全民科学素质工作”先进集体和先进个人
D/先进|,|定远县科协获评全县六五”普法依法治理工作先进单位
E/竞赛|,|肥西县首届青少年信息学竞赛圆满结束
E/竞赛|,|肥东县举办第二届青少年机器人竞赛
E/竞赛|,|肥东县召开2015年全国科普日暨农民科学素质网络竞赛活动动员会
E/竞赛|,|巢湖市举办第十六届少儿智力七巧科技”系列竞赛活动
E/竞赛|,|我省代表队荣获第十七届全国中小学生电脑制作活动机器人BOTBALL竞赛冠军
E/全国科技工作者日|,|庐江县老科技工作者日诗歌朗诵会举办
E/高层次人才联系服务|,|长丰县创新创业高层次人才协会成立
E/竞赛|,|庐阳区举办第四届青少年机器人竞赛活动
E/竞赛|,|合肥市庐阳区开展首届防震减灾知识微竞赛
E/全国科技工作者日|,|怀远县科协召开全国科技工作者日”暨科学技术交流会
E/征求意见和建议|,|安徽省科协集中深入19个县市区征求意见建议
E/全国科技工作者日|,|桐城市突出五大主题部署全国科技工作者日”庆祝活动
E/最美科技工作者|,|桐城市开展最美科技工作者”学习宣传活动
E/成立科协组织|,|桐城师范高等专科学校成立科协
E/乡镇街道三长制|,|黄山市休宁县科协推进三长制”落实加强基层组织建设
E/全国科技工作者日|,|祁门县科协系列活动庆祝全国科技工作者日
E/全国科技工作者日|,|黟县科协开展全国科技工作者日”系列活动之科技工作者回馈社会
E/最美科技工作者|,|黄山区科协四个强化”抓实最美科技工作者”学习宣传
E/竞赛|,|2019年东至县中学生气象科普作品创作竞赛圆满结束
E/全国科技工作者日|,|绩溪县科协多举措开展全国科技工作者日”活动
E/竞赛|,|霍山县科协举办全民科学素质知识竞赛
E/征求意见和建议|,|六安市金寨县出台加强全县青少年科技教育工作的意见
E/竞赛|,|六安市裕安区科协开展全国农民科学素质知识竞赛
E/全国科技工作者日|,|灵璧县科协系列活动庆祝全国科技工作者日”
E/全国科技工作者日|,|宿州市埇桥区科协系列活动庆祝全国科技工作者日”
E/竞赛|,|马鞍山市花山区举办2016年七巧科技竞赛
E/全国科技工作者日|,|和县举办第三个全国科技工作者日系列活动
E/会员日活动|,|濉溪县科协开展中国科协会员日活动
E/全国科技工作者日|,|阜南县科协全国科技工作者日”寄语征集活动圆满结束
E/全国科技工作者日|,|阜阳市临泉县科协开展新时代首个全国科技工作者日”系列活动
E/竞赛|,|界首市科协召开全市公民科学素质网络知识竞赛”动员部署会
E/会员日活动|,|颍上县科协开展中国科协会员日”活动
E/竞赛|,|颍州区召开全国农民科学素质和省全民科学素质网络知识竞赛推进会
E/竞赛|,|明光市科协组织开展农民科学素质网络知识竞赛
E/竞赛|,|全椒县举办2019年全民科学素质知识竞赛
E/竞赛|,|全国青少年航模竞赛安徽赛区在凤阳县闭幕
E/征求意见和建议|,|定远县科协召开科协系统深化改革实施方案征求意见座谈会
E/征求意见和建议|,|定远县科协学习贯彻关于加强和改进党的群团工作的意见
F/科技创新|,|肥西县召开第四届青少年科技创新县长奖颁奖大会
F/科技节|,|肥西县召开第三届科技节暨肥西县第七届青少年航空航天航海车辆建筑模型锦标赛
F/科技创新|,|肥西县召开第三届青少年科技创新县长奖颁奖大会
F/科技创新|,|肥西县开展第八届青少年科技创新大赛科幻画评比
F/科技节|,|肥西县第二届青少年科技节暨第六届青少年航空航天航海车辆建筑模型锦标赛举办
F/科技创新|,|肥西县第二届青少年科技创新县长奖颁奖会召开
F/工作站|,|合肥市农学会在肥西金牛蚕桑合作社设立专家工作站
F/科技节|,|肥西县首届青少年科技节开幕
F/科技创新|,|肥西县举办首届青少年科技创新县长奖颁奖会
F/科技创新|,|肥东县召开第二届青少年科技创新县长奖颁奖大会
F/科技节|,|肥东桥头集学校举办首届环保科技节活动
F/科技创新|,|肥东县举办首届青少年科技创新大赛
F/调研指导|,|肥东县科协检查指导白龙镇科协工作
F/调研指导|,|中国老科协调研组调研指导肥东县老科协工作
F/学会创新驱动服务站|,|巢湖市青少年创客科技教育协会成立
F/论坛|,|省科协召开皖台科技论坛项目对接交流会
F/科技创新|,|巢湖市科协举办灯塔社区青少年科幻画比赛
F/科技创新|,|庐江县第十二届青少年科技创新大赛科幻画类作品评选结束
F/科技创新|,|庐江县第五届青少年科技创新县长奖暨第十一届青少年科技创新大赛颁奖大会举行
F/科技创新|,|庐江县第四届青少年科技创新县长奖暨第十届青少年科技创新大赛颁奖会召开
F/科技创新|,|庐江县科协举办2016年度科普知识科技创新进校园”巡展活动
F/论坛|,|2016中国·安徽健康产业高峰论坛举办
F/科技创新|,|庐江县开展科普知识科技创新进校园”巡展活动
F/科技创新|,|长丰县科技馆成为一中学生科技创新活动基地
F/培训知识与技能普及培训|,|长丰县科技馆开展第四期创客培训班
F/推广|,|长丰县瓜蒌种植协会开展技术推广培训
F/科技创新|,|感受科技创新的力量 长丰县科技馆机器人亮相芜湖科博会
F/论坛|,|长丰县造甲乡龙虾协举办龙虾产业与乡村旅游发展论坛”
F/调研指导|,|长丰县领导深入县科协调研指导工作
F/科技创新|,|合肥市瑶海区颁发第三届青少年科技创新区长奖
F/科技创新|,|合肥市庐阳区首届青少年科技创新区长奖颁奖会召开
F/科技创新|,|合肥市蜀山区第九届青少年科技创新区长奖颁奖会召开
F/科技创新|,|合肥市蜀山区举行第八届青少年科技创新区长奖颁奖仪式
F/创新驱动助力工程|,|省科协组织专家赴芜湖县开展中国科协创新驱动助力工程示范项目实施工作
F/培训知识与技能普及培训|,|芜湖市科协举办2017年全市农技协转型升级培训班
F/对接项目|,|中国可持续发展研究会暨中国生物多样性保护与绿色发展基金会到芜湖开展创新驱动助力对接活动
F/创新驱动助力工程知识与技能普及培训|,|安徽省科协创新驱动助力工程推进会 暨学会业务培训会在芜湖召开
F/服务站|,|中国可持续发展研究会南陵服务站”揭牌仪式举行
F/科技创新|,|无为县举行第八届青少年科技创新大赛开幕式暨第三届青少年科技创新县长奖颁奖典礼
F/论坛|,|芜湖市镜湖区成功举办第二届合芜蚌”青少年机器人邀请赛暨首届人工智能＋教育”高峰论坛
F/对接会|,|凤台－石台科协系统精准扶贫对接会召开
F/科技创新|,|蚌埠市龙子湖区首届区青少年科技创新奖揭晓
F/科技创新|,|宿松县召开青少年科技创新工作推进会
F/科技创新|,|宿松县召开科技创新智库建设工作推进会
F/调研指导|,|太湖县科协深入乡镇督查指导全民科学素质纲要考核工作
F/科技创新|,|岳西县开展2018年青少年科技创新大赛作品评选
F/科技节|,|迎江区四照园小学校园科技节赋予六一”新内涵
F/调研指导|,|歙县科协深入雄村学校指导开展2019年科学调查体验活动
F/科技创新|,|祁门县举办邦耀电子杯”中小学生科技创新大赛
F/调研指导|,|祁门县科协组织农技人员走进果园指导果农管理果树
F/调研指导|,|祁门县塔坊镇科协积极组织农技人员深入田间地头指导农户进行油菜安全越冬防冻管理
F/调研指导|,|祁门县组织科技工作队下乡进村指导农民抗灾自救
F/科技创新|,|祁门县2016年中小学生科技创新大赛举办
F/科技创新|,|黄山市屯溪区2019年青少年科技创新大赛落下帷幕
F/科技节|,|黄山市黄山区举行2015年全国科普日主场活动暨第二届青少年科技节活动启动仪式
G/科学普及,G/知识宣传|,|肥西县紫蓬镇举办慢性病健康知识进社区活动  基层组织
G/科学普及,G/知识宣传|,|肥西县紫蓬镇举行2019年全国科普日”启动仪式暨宣传活动
G/知识与技能普及培训|,|肥西县紫蓬镇举办特色种养业技术培训班
G/科学普及|,|肥西县三河镇举行2019年全国科普日启动仪式
G/科学普及|,|肥西县科普讲师团专家走进三河镇
G/科学普及,G/知识宣传|,|合肥市肥西县紫蓬镇开展健康科普知识竞赛活动
G/科学普及|,|肥西县上派镇肥光社区开展暑期科普进社区”活动
G/知识与技能普及培训|,|肥西县花木协会举办乡村企业家实用人才培训班
G/科学普及|,|肥西县派河社区开展暑期科普兴趣班”
G/全民科学素质工作领导小组会议|,|合肥市召开2019年全民科学素质工作领导小组会议
G/科学普及,G/知识宣传|,|肥西县柿树岗乡科协开展禁毒科普宣讲活动
G/专家乡村学堂讲科普|,|百名专家乡村学堂讲科普”活动走进三河镇中心学校
G/科学普及,G/知识宣传|,|肥西县上派镇科协开展世界地球日”科普主题活动
G/科学普及|,|肥西县科协开展2019年科普赶集”活动
G/科普基地建设|,|肥西县地震科普馆通过验收
G/科学普及|,|肥西县上派镇科协开展农村少儿爱科学”科普活动
G/科学普及|,|肥西县南郢社区开展科普系列活动
G/科普基地建设|,|肥西县科协开展科普画廊验收工作
G/科学普及,G/知识宣传|,|肥西县上派镇紫蓬社区开展主题科普活动
G/科学普及,G/知识讲座|,|肥西县科协举办安徽省科协科学传播专家团全省巡讲活动暨肥西县科协委员读书班
G/科技辅导员培训|,|肥西县科协举办青少年科技创新大赛辅导员培训班
G/科技辅导员培训|,|庐江县食用菌协会培训农村食用菌特色循环种植技术扶贫实用人才
G/科学普及|,|肥西县开展2018年全国科普日启动仪式暨主场活动
G/知识与技能普及培训|,|肥西县举办苗木花卉产业实用人才技能提升培训班
G/科学普及,G/知识讲座|,|肥东县长临河镇苗木协会开展科普大讲堂活动
G/知识与技能普及培训|,|肥西县新型职业农民水稻产业培训班开班
G/知识与技能普及培训|,|关于转发中国科协科普部关于2017年科普人员培训班报名的通知的通知
G/科技活动周|,|肥西县科协组织留守儿童赴中科大参加科技周活动
G/知识与技能普及培训|,|肥西县举办企业创新方法培训活动
G/科技馆|,|关于做好2017年度中国流动科技馆巡展工作的通知
G/科普基地建设|,|肥西县紫蓬山管委会科协推动科普画廊建设
G/知识与技能普及培训|,|肥东县长临河镇苗木协会举办2016年秋季苗木专业技术培训班
G/科学普及|,|肥西县养猪协会开展2016年全国科普日活动
G/知识讲座|,|肥西县举办领导干部大讲堂
G/科技辅导员培训|,|肥西县珍稀食用菌协会开展农村实用人才培训
G/知识讲座|,|肥西县苗木信息与造型技术大讲堂开班
G/知识宣传,G/科学普及|,|肥西县科协开展秸秆禁烧”科普宣传
G/科普基地建设|,|肥西县科协规范社区科普大学教学点建设
G/专家乡村学堂讲科普|,|百名专家乡村学堂讲科普”走进肥西长镇中学
G/科普基地建设|,|肥西县科协推进社区科普大学建设
G/科普志愿活动|,|肥西县科协学雷锋志愿服务活动”启动
G/科学普及|,|肥东县白龙镇举办2019年全国科普日科普进校园”活动
G/科学普及|,|肥东县长临河镇开展2019年全国科普日活动
G/知识讲座|,|肥东县长临社区科普大学举办中老年营养与膳食讲座
G/知识宣传|,|肥东县元疃镇开展禁毒科普宣传活动
G/知识讲座|,|肥东县白龙镇科协开展畜禽养殖业病害防治知识讲座
G/科学普及|,|肥东县科协召开科普工作推进会
G/科学普及|,|肥东县光大社区开展趣味小实验”儿童科普活动
G/科学普及,G/知识讲座|,|肥东县科普大讲堂走进白龙镇双庙社区
H/精准扶贫,H/座谈会|,|肥西县科协召开扶贫对口联系工作座谈会
H/走访调研|,|杭州市科协来合肥市调研科普工作
H/精准扶贫|,|精准扶贫健康科普进乡村活动仪式在肥西丰乐镇举办
H/精准扶贫|,|合肥市科协到临泉阜南对接科技助力精准扶贫工程
H/脱贫|,|霍邱县和肥东县科协为贫困学生开展科学文化之旅及农村少儿爱科学活动
H/脱贫,H/组织专家义诊|,|省医学保健养生研究会党委组织开展健康扶贫义诊活动
H/帮扶|,|肥东县白龙镇科协为果蔬种植户送防寒保收秘诀”
H/走访调研|,|肥东县督查调研乡镇科协工作
H/走访调研|,|肥东县科协部署农技协专项资金使用管理自查自纠和乡镇科协督查调研工作
H/精准扶贫|,|肥东科协助推企业科技精准扶贫
H/慰问|,|肥东县老科协慰问有突出贡献的优秀老科技工作者
H/调查|,|肥东县开展青少年科学调查体验活动
H/座谈会|,|巢湖市科协组织召开礼赞共和国 智慧新生活”科技工作者座谈会
H/走访调研|,|魏军锋到巢湖市科协调研
H/座谈会|,|合肥市科协召开学会工作座谈会
H/慰问|,|庐江县开展走访慰问科技工作者代表活动
H/组织专家义诊|,|全国第二十四届肿瘤防治抗癌周大型义诊活动庐江县站
H/精准扶贫|,|庐江县食用菌协会召开精准扶贫工作推进会
H/脱贫|,|庐江县科协开展脱贫攻坚工作
H/慰问|,|庐江县食用菌协会开展春节慰问困难会员活动
H/精准扶贫|,|庐江县食用菌协会精准扶贫工作受合肥市政协领导高度肯定
H/灾后农业生产自救|,|庐江县食用菌协会积极开展灾后科普服务
H/知识宣传,H/灾后农业生产自救|,|庐江县郭河镇科协积极开展灾后科普宣传
H/慰问|,|长丰县领导慰问科技工作者代表
H/慰问|,|蔡士祥到长丰县岗集镇看望省科协挂职干部慰问困难党员
H/座谈会|,|长丰县召开青少年科技创新工作座谈会
H/脱贫|,|长丰县科协送科技到包联贫困户
H/走访调研|,|长丰县政协开展科普工作专题调研活动
H/帮扶|,|王海彦赴长丰县岗集镇调研江淮分水岭对口帮扶工作
H/走访调研|,|王洵赴长丰县岗集镇调研江淮分水岭综合开发治理工作
H/帮扶|,|六安市裕安区科协赴合肥市包河区科技局开展扶贫结对帮扶活动
H/调查|,|2018年芜湖市青少年科学调查体验活动启动
H/调查|,|芜湖县赵桥小学举行2018年青少年科学调查体验活动启动仪式
H/走访调研|,|中国科协农技中心农技协发展处来皖调研芜湖农技协工作
H/精准扶贫|,|芜湖市科协发挥农技协优势科技助力精准扶贫
H/调查|,|芜湖市2016年全国青少年科学调查体验活动启动仪式举行
H/组织专家义诊|,|无为县护理学会开展纪念512国际护士节大型义诊活动
H/帮扶|,|安庆市望江县科协赴芜湖市镜湖区对接帮扶工作
H/精准扶贫|,|科技助力 精准扶贫” 合肥蜀山科协精准科普进寿县
H/慰问|,|五河县领导看望慰问优秀科技工作者代表
H/调查|,|桐城市东关小学2019青少年科学调查体验活动启动
H/扶贫|,|桐城创新机制 提升科技扶贫实效
H/慰问|,|桐城市领导走访慰问基层一线科技工作者
H/走访调研|,|中国科协科普部基层处调研安庆市科普信息化落地应用工作
H/走访调研|,|桐城市科协组队赴浙江余姚考察学习
H/脱贫|,|桐城市科协召开脱贫攻坚推进会
H/脱贫|,|桐城市科协党员活动日”开展脱贫攻坚入户走访
